,Winner,RedFighter,BlueFighter,BlueHeightCms,BlueReachCms,BlueWeightLbs,RedHeightCms,RedReachCms,RedWeightLbs,RedAge,BlueAge,HeightDif,ReachDif,AgeDif,Finish,HeightAdvantage,ReachAdvantage,AgeAdvantage
342,Red,Payton Talbott,Cameron Saaiman,172.72,170.18,135,177.8,177.8,135,25,23,-5.08,-7.62,-2,KO/TKO,1.0,1.0,1.0
344,Red,Fernando Padilla,Luis Pajuelo,177.8,175.26,145,185.42,193.04,145,27,29,-7.62,-17.78,2,SUB,1.0,1.0,0.0
347,Red,Miles Johns,Cody Gibson,177.8,180.34,135,170.18,167.64,135,29,36,7.62,12.7,7,U-DEC,0.0,0.0,0.0
348,Red,Jarno Errens,Steven Nguyen,180.34,185.42,145,180.34,185.42,145,29,30,0.0,0.0,1,U-DEC,,,0.0
353,Red,Ovince Saint Preux,Kennedy Nzechukwu,195.58,210.82,205,190.5,203.2,205,40,31,5.08,7.62,-9,S-DEC,0.0,0.0,1.0
354,Red,Christian Rodriguez,Isaac Dulgarian,170.18,180.34,145,170.18,180.34,145,26,27,0.0,0.0,1,S-DEC,,,0.0
356,Red,Gerald Meerschaert,Bryan Barberena,182.88,182.88,185,185.42,195.58,185,36,34,-2.54,-12.7,-2,SUB,1.0,1.0,1.0
359,Red,Jafel Filho,Ode Osbourne,170.18,185.42,125,170.18,172.72,125,30,32,0.0,12.7,2,SUB,,0.0,0.0
361,Red,Jaqueline Amorim,Cory McKenna,160.02,147.32,115,160.02,172.72,115,28,24,0.0,-25.4,-4,SUB,,1.0,1.0
362,Red,Thiago Moises,Mitch Ramirez,180.34,180.34,155,175.26,177.8,155,28,31,5.08,2.54,3,KO/TKO,0.0,0.0,0.0
364,Red,Sean O'Malley,Marlon Vera,172.72,177.8,135,180.34,182.88,135,29,31,-7.62,-5.08,2,U-DEC,1.0,1.0,0.0
365,Red,Dustin Poirier,Benoit Saint Denis,180.34,185.42,155,175.26,182.88,155,35,28,5.08,2.54,-7,KO/TKO,0.0,0.0,1.0
368,Red,Petr Yan,Song Yadong,172.72,170.18,135,170.18,170.18,135,31,26,2.54,0.0,-5,U-DEC,0.0,,1.0
369,Red,Curtis Blaydes,Jailton Almeida,190.5,200.66,205,193.04,203.2,265,33,32,-2.54,-2.54,-1,KO/TKO,1.0,1.0,1.0
371,Red,Mateusz Gamrot,Rafael Dos Anjos,172.72,177.8,170,177.8,177.8,155,33,39,-5.08,0.0,6,U-DEC,1.0,,0.0
374,Red,Michel Pereira,Michal Oleksiejczuk,182.88,187.96,185,185.42,185.42,185,30,29,-2.54,2.54,-1,SUB,1.0,0.0,1.0
375,Red,Robelis Despaigne,Josh Parisian,193.04,200.66,265,200.66,213.36,265,35,34,-7.62,-12.7,-1,KO/TKO,1.0,1.0,1.0
377,Red,Joanne Wood,Maryna Moroz,170.18,170.18,125,167.64,165.1,125,38,32,2.54,5.08,-6,S-DEC,0.0,0.0,1.0
378,Red,Jairzinho Rozenstruik,Shamil Gaziev,193.04,198.12,265,187.96,198.12,242,35,34,5.08,0.0,-1,KO/TKO,0.0,,1.0
379,Red,Vitor Petrino,Tyson Pedro,190.5,200.66,205,187.96,195.58,205,26,32,2.54,5.08,6,U-DEC,0.0,0.0,0.0
381,Red,Umar Nurmagomedov,Bekzat Almakhan,170.18,172.72,135,172.72,175.26,135,28,26,-2.54,-2.54,-2,U-DEC,1.0,1.0,1.0
383,Red,Eryk Anders,Jamie Pickett,187.96,203.2,185,185.42,190.5,185,36,35,2.54,12.7,-1,U-DEC,0.0,0.0,1.0
384,Red,Vinicius Oliveira,Benardo Sopaj,167.64,167.64,135,175.26,177.8,135,28,23,-7.62,-10.16,-5,KO/TKO,1.0,1.0,1.0
385,Red,Aiemann Zahabi,Javid Basharat,175.26,175.26,135,172.72,172.72,135,36,28,2.54,2.54,-8,U-DEC,0.0,0.0,1.0
386,Red,Christian Leroy Duncan,Claudio Ribeiro,185.42,195.58,185,187.96,200.66,185,28,31,-2.54,-5.08,3,KO/TKO,1.0,1.0,0.0
387,Red,Ludovit Klein,AJ Cunningham,177.8,180.34,145,170.18,182.88,155,29,29,7.62,-2.54,0,KO/TKO,0.0,1.0,
391,Red,Daniel Zellhuber,Francisco Prado,177.8,175.26,155,185.42,195.58,155,24,21,-7.62,-20.32,-3,U-DEC,1.0,1.0,1.0
392,Red,Yazmin Jauregui,Sam Hughes,165.1,162.56,115,160.02,162.56,115,24,31,5.08,0.0,7,U-DEC,0.0,,0.0
393,Red,Manuel Torres,Chris Duncan,177.8,180.34,155,177.8,185.42,155,28,30,0.0,-5.08,2,SUB,,1.0,0.0
395,Red,Jesus Aguilar,Mateus Mendonca,167.64,180.34,125,162.56,157.48,125,27,25,5.08,22.86,-2,S-DEC,0.0,0.0,1.0
396,Red,Edgar Chairez,Daniel Lacerda,167.64,177.8,125,170.18,180.34,125,28,27,-2.54,-2.54,-1,SUB,1.0,1.0,1.0
398,Red,Ronaldo Rodriguez,Denys Bondar,167.64,175.26,125,167.64,165.1,125,24,31,0.0,10.16,7,SUB,,0.0,0.0
402,Red,Robert Whittaker,Paulo Costa,185.42,182.88,185,182.88,185.42,185,33,32,2.54,-2.54,-1,U-DEC,0.0,1.0,1.0
404,Red,Merab Dvalishvili,Henry Cejudo,162.56,162.56,135,167.64,172.72,135,33,37,-5.08,-10.16,4,U-DEC,1.0,1.0,0.0
405,Red,Anthony Hernandez,Roman Kopylov,182.88,190.5,185,182.88,190.5,185,30,32,0.0,0.0,2,SUB,,,0.0
406,Red,Amanda Lemos,Mackenzie Dern,162.56,160.02,115,162.56,165.1,115,36,30,0.0,-5.08,-6,U-DEC,,1.0,1.0
407,Red,Marcos Rogerio de Lima,Junior Tafa,190.5,190.5,240,185.42,190.5,253,38,27,5.08,0.0,-11,KO/TKO,0.0,,1.0
408,Red,Rinya Nakamura,Carlos Vera,167.64,175.26,135,170.18,172.72,135,28,36,-2.54,2.54,8,U-DEC,1.0,0.0,0.0
409,Red,Zhang Mingyang,Brendson Ribeiro,190.5,205.74,205,187.96,190.5,205,25,27,2.54,15.24,2,KO/TKO,0.0,0.0,0.0
411,Red,Oban Elliott,Val Woodburn,172.72,187.96,170,182.88,182.88,170,26,30,-10.16,5.08,4,U-DEC,1.0,0.0,0.0
413,Red,Jack Hermansson,Joe Pyfer,187.96,190.5,185,185.42,195.58,185,35,27,2.54,-5.08,-8,U-DEC,0.0,1.0,1.0
414,Red,Dan Ige,Andre Fili,180.34,187.96,145,170.18,180.34,145,32,33,10.16,7.62,1,KO/TKO,0.0,0.0,0.0
417,Red,Michael Johnson,Darrius Flowers,175.26,180.34,155,177.8,185.42,155,37,29,-2.54,-5.08,-8,U-DEC,1.0,1.0,1.0
418,Red,Rodolfo Vieira,Armen Petrosyan,190.5,180.34,185,182.88,185.42,185,34,33,7.62,-5.08,-1,SUB,0.0,1.0,1.0
420,Red,Bolaji Oki,Timmy Cuamba,175.26,180.34,145,177.8,185.42,155,28,25,-2.54,-5.08,-3,S-DEC,1.0,1.0,1.0
421,Red,Loma Lookboonmee,Bruna Brasil,167.64,165.1,115,154.94,154.94,115,28,30,12.7,10.16,2,U-DEC,0.0,0.0,0.0
423,Red,Max Griffin,Jeremiah Wells,175.26,187.96,170,180.34,193.04,170,38,37,-5.08,-5.08,-1,S-DEC,1.0,1.0,1.0
427,Red,Renato Moicano,Drew Dober,172.72,177.8,155,180.34,182.88,155,34,35,-7.62,-5.08,1,U-DEC,1.0,1.0,0.0
428,Red,Randy Brown,Muslim Salikhov,180.34,177.8,170,190.5,198.12,170,33,39,-10.16,-20.32,6,KO/TKO,1.0,1.0,0.0
431,Red,Molly McCann,Diana Belbita,170.18,172.72,115,162.56,157.48,115,33,27,7.62,15.24,-6,SUB,0.0,0.0,1.0
433,Red,Themba Gorimbo,Pete Rodriguez,175.26,180.34,170,185.42,195.58,170,33,27,-10.16,-15.24,-6,KO/TKO,1.0,1.0,1.0
434,Red,JeongYeong Lee,Blake Bilder,172.72,172.72,145,177.8,185.42,145,28,33,-5.08,-12.7,5,U-DEC,1.0,1.0,0.0
435,Red,Luana Carolina,Julija Stoliarenko,170.18,167.64,125,167.64,175.26,125,30,30,2.54,-7.62,0,KO/TKO,0.0,1.0,
439,Red,Raquel Pennington,Mayra Bueno Silva,167.64,167.64,135,170.18,170.18,135,35,32,-2.54,-2.54,-3,U-DEC,1.0,1.0,1.0
440,Red,Neil Magny,Mike Malott,185.42,185.42,170,190.5,203.2,170,36,32,-5.08,-17.78,-4,KO/TKO,1.0,1.0,1.0
441,Red,Chris Curtis,Marc-Andre Barriault,185.42,187.96,185,177.8,190.5,185,36,33,7.62,-2.54,-3,S-DEC,0.0,1.0,1.0
446,Red,Gillian Robertson,Polyana Viana,165.1,170.18,115,165.1,160.02,115,28,31,0.0,10.16,3,KO/TKO,,0.0,0.0
448,Red,Jasmine Jasudavicius,Priscila Cachoeira,170.18,165.1,125,170.18,172.72,125,34,35,0.0,-7.62,1,SUB,,1.0,0.0
450,Red,Magomed Ankalaev,Johnny Walker,198.12,208.28,205,190.5,190.5,205,31,31,7.62,17.78,0,KO/TKO,0.0,0.0,
451,Red,Jim Miller,Gabriel Benitez,172.72,180.34,155,172.72,180.34,155,40,35,0.0,0.0,-5,SUB,,,1.0
456,Red,Marcus McGhee,Gaston Bolanos,170.18,175.26,135,172.72,175.26,135,33,31,-2.54,0.0,-2,KO/TKO,1.0,,1.0
457,Red,Farid Basharat,Taylor Lapilus,167.64,185.42,135,172.72,180.34,135,26,31,-5.08,5.08,5,U-DEC,1.0,0.0,0.0
459,Red,Nikolas Motta,Tom Nolan,190.5,185.42,155,175.26,177.8,155,30,23,15.24,7.62,-7,KO/TKO,0.0,0.0,1.0
460,Red,Joshua Van,Felipe Bunes,170.18,175.26,125,165.1,165.1,125,22,34,5.08,10.16,12,KO/TKO,0.0,0.0,0.0
461,Red,Leon Edwards,Colby Covington,180.34,182.88,170,187.96,187.96,170,32,35,-7.62,-5.08,3,U-DEC,1.0,1.0,0.0
462,Red,Alexandre Pantoja,Brandon Royval,175.26,172.72,125,165.1,170.18,125,33,31,10.16,2.54,-2,U-DEC,0.0,0.0,1.0
463,Red,Shavkat Rakhmonov,Stephen Thompson,182.88,190.5,170,185.42,195.58,170,29,40,-2.54,-5.08,11,SUB,1.0,1.0,0.0
465,Red,Josh Emmett,Bryce Mitchell,177.8,177.8,145,167.64,177.8,145,38,29,10.16,0.0,-9,KO/TKO,0.0,,1.0
466,Red,Alonzo Menifield,Dustin Jacoby,190.5,193.04,205,182.88,193.04,205,36,35,7.62,0.0,-1,U-DEC,0.0,,1.0
467,Red,Irene Aldana,Karol Rosa,165.1,170.18,135,175.26,172.72,135,35,28,-10.16,-2.54,-7,U-DEC,1.0,1.0,1.0
468,Red,Cody Garbrandt,Brian Kelleher,167.64,167.64,135,172.72,165.1,135,32,37,-5.08,2.54,5,KO/TKO,1.0,0.0,0.0
470,Red,Tagir Ulanbekov,Cody Durden,170.18,170.18,125,170.18,177.8,125,32,32,0.0,-7.62,0,SUB,,1.0,
471,Red,Andre Fili,Lucas Almeida,180.34,180.34,145,180.34,187.96,145,33,32,0.0,-7.62,-1,KO/TKO,,1.0,1.0
473,Red,Song Yadong,Chris Gutierrez,175.26,170.18,135,172.72,170.18,135,26,32,2.54,0.0,6,U-DEC,0.0,,0.0
475,Red,Nasrat Haqparast,Jamie Mullarkey,182.88,187.96,155,177.8,182.88,155,28,29,5.08,5.08,1,KO/TKO,0.0,0.0,0.0
476,Red,Tim Elliott,Sumudaerji,172.72,182.88,125,170.18,167.64,125,36,27,2.54,15.24,-9,SUB,0.0,0.0,1.0
479,Red,HyunSung Park,Shannon Ross,167.64,167.64,125,170.18,167.64,125,28,34,-2.54,0.0,6,KO/TKO,1.0,,0.0
480,Red,Steve Garcia,Melquizael Costa,177.8,180.34,145,182.88,190.5,145,31,27,-5.08,-10.16,-4,KO/TKO,1.0,1.0,1.0
481,Red,Luana Santos,Stephanie Egger,167.64,172.72,135,167.64,170.18,125,23,35,0.0,2.54,12,U-DEC,,0.0,0.0
482,Red,Tatsuro Taira,Carlos Hernandez,172.72,170.18,125,170.18,177.8,125,23,30,2.54,-7.62,7,KO/TKO,0.0,1.0,0.0
485,Red,Jalin Turner,King Green,177.8,180.34,155,190.5,195.58,155,28,37,-12.7,-15.24,9,KO/TKO,1.0,1.0,0.0
487,Red,Sean Brady,Kelvin Gastelum,175.26,180.34,170,177.8,182.88,170,31,32,-2.54,-2.54,1,SUB,1.0,1.0,0.0
490,Red,Miesha Tate,Julia Avila,170.18,172.72,135,167.64,165.1,135,37,35,2.54,7.62,-2,SUB,0.0,0.0,1.0
492,Red,Drakkar Klose,Joe Solecki,175.26,177.8,155,175.26,177.8,155,35,30,0.0,0.0,-5,KO/TKO,,,1.0
493,Red,Rodolfo Bellato,Ihor Potieria,190.5,190.5,185,190.5,195.58,205,27,27,0.0,-5.08,0,KO/TKO,,1.0,
495,Red,Veronica Hardy,Jamey-Lyn Horth,170.18,167.64,125,162.56,162.56,125,28,33,7.62,5.08,5,S-DEC,0.0,0.0,0.0
496,Red,Brendan Allen,Paul Craig,190.5,193.04,185,187.96,190.5,185,27,35,2.54,2.54,8,SUB,0.0,0.0,0.0
497,Red,Michael Morales,Jake Matthews,180.34,185.42,170,182.88,200.66,170,24,29,-2.54,-15.24,5,U-DEC,1.0,1.0,0.0
498,Red,Chase Hooper,Jordan Leavitt,175.26,180.34,155,185.42,187.96,155,24,28,-10.16,-7.62,4,SUB,1.0,1.0,0.0
499,Red,Payton Talbott,Nick Aguirre,175.26,187.96,135,177.8,177.8,135,25,27,-2.54,10.16,2,SUB,1.0,0.0,0.0
504,Red,Christian Leroy Duncan,Denis Tiuliulin,185.42,195.58,185,187.96,200.66,185,28,35,-2.54,-5.08,7,KO/TKO,1.0,1.0,0.0
505,Red,Mick Parkin,Caio Machado,193.04,198.12,250,193.04,200.66,265,28,29,0.0,-2.54,1,U-DEC,,1.0,0.0
506,Red,Jeka Saragih,Lucas Alexander,180.34,185.42,145,172.72,175.26,145,28,28,7.62,10.16,0,KO/TKO,0.0,0.0,
511,Red,Jessica Andrade,Mackenzie Dern,162.56,160.02,115,154.94,157.48,125,32,30,7.62,2.54,-2,KO/TKO,0.0,0.0,1.0
513,Red,Diego Lopes,Pat Sabatini,172.72,177.8,145,180.34,182.88,145,28,33,-7.62,-5.08,5,KO/TKO,1.0,1.0,0.0
514,Red,Steve Erceg,Alessandro Costa,162.56,170.18,125,172.72,172.72,125,28,27,-10.16,-2.54,-1,U-DEC,1.0,1.0,1.0
516,Red,Mateusz Rebecki,Roosevelt Roberts,187.96,185.42,155,170.18,167.64,155,31,29,17.78,17.78,-2,SUB,0.0,0.0,1.0
517,Red,Jared Gordon,Mark Madsen,172.72,182.88,155,175.26,172.72,155,35,39,-2.54,10.16,4,KO/TKO,1.0,0.0,0.0
518,Red,John Castaneda,Kyung Ho Kang,175.26,185.42,135,167.64,180.34,135,31,36,7.62,5.08,5,U-DEC,0.0,0.0,0.0
519,Red,Joshua Van,Kevin Borjas,165.1,172.72,125,165.1,165.1,125,22,25,0.0,7.62,3,U-DEC,,0.0,0.0
521,Red,Jailton Almeida,Derrick Lewis,190.5,200.66,260,190.5,200.66,205,32,38,0.0,0.0,6,U-DEC,,,0.0
523,Red,Rodrigo Nascimento,Don'Tale Mayes,198.12,205.74,260,187.96,203.2,246,30,31,10.16,2.54,1,U-DEC,0.0,0.0,0.0
524,Red,Caio Borralho,Abus Magomedov,187.96,198.12,185,185.42,190.5,185,30,33,2.54,7.62,3,U-DEC,0.0,0.0,0.0
525,Red,Elves Brener,Kaynan Kruschewsky,182.88,185.42,155,177.8,182.88,155,26,32,5.08,2.54,6,KO/TKO,0.0,0.0,0.0
526,Red,Vitor Petrino,Modestas Bukauskas,190.5,198.12,205,187.96,195.58,205,26,29,2.54,2.54,3,KO/TKO,0.0,0.0,0.0
527,Red,Angela Hill,Denise Gomes,157.48,160.02,115,160.02,162.56,115,38,23,-2.54,-2.54,-15,U-DEC,1.0,1.0,1.0
528,Red,Eduarda Moura,Montserrat Conejo Ruiz,152.4,154.94,115,167.64,167.64,115,29,30,-15.24,-12.7,1,KO/TKO,1.0,1.0,0.0
530,Red,Islam Makhachev,Alexander Volkanovski,167.64,180.34,145,177.8,177.8,155,31,35,-10.16,2.54,4,KO/TKO,1.0,0.0,0.0
532,Red,Ikram Aliskerov,Warlley Alves,180.34,182.88,185,182.88,193.04,185,30,32,-2.54,-10.16,2,KO/TKO,1.0,1.0,0.0
533,Red,Said Nurmagomedov,Muin Gafurov,170.18,172.72,135,172.72,177.8,135,31,27,-2.54,-5.08,-4,SUB,1.0,1.0,1.0
537,Red,Mike Breeden,Anshul Jubli,182.88,175.26,155,177.8,177.8,155,34,28,5.08,-2.54,-6,KO/TKO,0.0,1.0,1.0
539,Red,Viktoriia Dudakova,Jinh Yu Frey,160.02,165.1,115,165.1,170.18,115,24,38,-5.08,-5.08,14,U-DEC,1.0,1.0,0.0
540,Red,Shara Magomedov,Bruno Silva,182.88,187.96,185,187.96,185.42,185,29,34,-5.08,2.54,5,U-DEC,1.0,0.0,0.0
543,Red,Jonathan Martinez,Adrian Yanez,170.18,177.8,135,172.72,177.8,135,29,29,-2.54,0.0,0,KO/TKO,1.0,,
545,Red,Christian Rodriguez,Cameron Saaiman,172.72,170.18,135,170.18,180.34,145,25,22,2.54,-10.16,-3,U-DEC,0.0,1.0,1.0
546,Red,Darren Elkins,TJ Brown,175.26,182.88,145,177.8,180.34,145,39,33,-2.54,2.54,-6,SUB,1.0,0.0,1.0
547,Red,Tainara Lisboa,Ravena Oliveira,165.1,165.1,115,170.18,170.18,135,32,26,-5.08,-5.08,-6,U-DEC,1.0,1.0,1.0
548,Red,Terrance McKinney,Brendon Marotte,175.26,177.8,145,177.8,185.42,155,29,27,-2.54,-7.62,-2,KO/TKO,1.0,1.0,1.0
550,Red,Chris Gutierrez,Alatengheili,165.1,167.64,135,175.26,170.18,135,32,31,-10.16,-2.54,-1,U-DEC,1.0,1.0,1.0
553,Red,Joe Pyfer,Abdul Razak Alhassan,177.8,185.42,185,187.96,190.5,185,27,38,-10.16,-5.08,11,SUB,1.0,1.0,0.0
555,Red,Drew Dober,Ricky Glenn,182.88,177.8,170,172.72,177.8,155,34,34,10.16,0.0,0,KO/TKO,0.0,,
557,Red,Karolina Kowalkiewicz,Diana Belbita,170.18,172.72,115,160.02,162.56,115,37,27,10.16,10.16,-10,U-DEC,0.0,0.0,1.0
558,Red,Nate Maness,Mateus Mendonca,167.64,180.34,125,177.8,182.88,125,32,24,-10.16,-2.54,-8,KO/TKO,1.0,1.0,1.0
559,Red,Vanessa Demopoulos,Kanako Murata,154.94,157.48,115,157.48,149.86,115,35,30,-2.54,7.62,-5,U-DEC,1.0,0.0,1.0
560,Red,Aoriqileng,Johnny Munoz,175.26,180.34,135,170.18,175.26,135,30,30,5.08,5.08,0,U-DEC,0.0,0.0,
563,Red,Bryce Mitchell,Dan Ige,170.18,180.34,145,177.8,177.8,145,28,32,-7.62,2.54,4,U-DEC,1.0,0.0,0.0
564,Red,Marina Rodriguez,Michelle Waterson-Gomez,160.02,157.48,115,167.64,165.1,115,36,37,-7.62,-7.62,1,KO/TKO,1.0,1.0,0.0
565,Red,Bryan Battle,AJ Fletcher,177.8,170.18,170,185.42,195.58,170,29,26,-7.62,-25.4,-3,SUB,1.0,1.0,1.0
567,Red,Tim Means,Andre Fialho,182.88,187.96,170,187.96,190.5,170,39,29,-5.08,-2.54,-10,KO/TKO,1.0,1.0,1.0
569,Red,Mohammed Usman,Jake Collier,190.5,198.12,230,187.96,200.66,239,34,34,2.54,-2.54,0,U-DEC,0.0,1.0,
570,Red,Mizuki,Hannah Goldy,162.56,154.94,115,160.02,165.1,115,29,31,2.54,-10.16,2,U-DEC,0.0,1.0,0.0
573,Red,Raul Rosas Jr.,Terrence Mitchell,177.8,187.96,135,175.26,170.18,135,18,33,2.54,17.78,15,KO/TKO,0.0,0.0,0.0
574,Red,Daniel Zellhuber,Christos Giagos,177.8,180.34,155,185.42,195.58,155,24,33,-7.62,-15.24,9,SUB,1.0,1.0,0.0
576,Red,Loopy Godinez,Elise Reed,160.02,160.02,115,157.48,154.94,115,30,30,2.54,5.08,0,SUB,0.0,0.0,
577,Red,Roman Kopylov,Josh Fremd,193.04,193.04,185,182.88,190.5,185,32,29,10.16,2.54,-3,KO/TKO,0.0,0.0,1.0
578,Red,Tracy Cortez,Jasmine Jasudavicius,170.18,172.72,125,165.1,165.1,125,29,34,5.08,7.62,5,U-DEC,0.0,0.0,0.0
580,Red,Josefine Knutsson,Marnic Mann,152.4,162.56,115,160.02,152.4,115,27,30,-7.62,10.16,3,U-DEC,1.0,0.0,0.0
583,Red,Manel Kape,Felipe dos Santos,170.18,177.8,125,165.1,172.72,125,29,22,5.08,5.08,-7,U-DEC,0.0,0.0,1.0
584,Red,Justin Tafa,Austen Lane,198.12,203.2,245,182.88,187.96,264,29,35,15.24,15.24,6,KO/TKO,0.0,0.0,0.0
585,Red,Tyson Pedro,Anton Turkalj,193.04,198.12,205,190.5,200.66,205,31,27,2.54,-2.54,-4,KO/TKO,0.0,1.0,1.0
586,Red,Carlos Ulberg,Da Woon Jung,193.04,198.12,205,193.04,195.58,205,32,29,0.0,2.54,-3,SUB,,0.0,1.0
588,Red,Jamie Mullarkey,John Makdessi,172.72,172.72,155,182.88,187.96,155,29,38,-10.16,-15.24,9,U-DEC,1.0,1.0,0.0
589,Red,Nasrat Haqparast,Landon Quinones,175.26,177.8,155,177.8,182.88,155,28,27,-2.54,-5.08,-1,U-DEC,1.0,1.0,1.0
592,Red,Kevin Jousset,Kiefer Crosbie,180.34,177.8,170,187.96,190.5,170,30,33,-7.62,-12.7,3,SUB,1.0,1.0,0.0
593,Red,Ciryl Gane,Serghei Spivac,190.5,198.12,260,193.04,205.74,245,33,28,-2.54,-7.62,-5,KO/TKO,1.0,1.0,1.0
594,Red,Manon Fiorot,Rose Namajunas,165.1,165.1,125,170.18,165.1,125,33,31,-5.08,0.0,-2,U-DEC,1.0,,1.0
595,Red,Benoit Saint Denis,Thiago Moises,175.26,177.8,155,180.34,185.42,155,27,28,-5.08,-7.62,1,KO/TKO,1.0,1.0,0.0
596,Red,Volkan Oezdemir,Bogdan Guskov,190.5,193.04,205,187.96,190.5,205,33,30,2.54,2.54,-3,SUB,0.0,0.0,1.0
597,Red,William Gomis,Yanis Ghemmouri,175.26,175.26,135,182.88,185.42,145,26,28,-7.62,-10.16,2,KO/TKO,1.0,1.0,0.0
598,Red,Morgan Charriere,Manolo Zecchini,172.72,172.72,145,172.72,175.26,145,27,26,0.0,-2.54,-1,KO/TKO,,1.0,1.0
599,Red,Taylor Lapilus,Caolan Loughran,167.64,172.72,135,167.64,185.42,135,31,27,0.0,-12.7,-4,U-DEC,,1.0,1.0
600,Red,Ange Loosa,Rhys McKee,187.96,198.12,170,177.8,187.96,170,30,27,10.16,10.16,-3,U-DEC,0.0,0.0,1.0
601,Red,Nora Cornolle,Joselyne Edwards,172.72,177.8,135,170.18,170.18,135,33,27,2.54,7.62,-6,U-DEC,0.0,0.0,1.0
602,Red,Farid Basharat,Kleydson Rodrigues,165.1,170.18,135,172.72,180.34,135,26,27,-7.62,-10.16,1,SUB,1.0,1.0,0.0
604,Red,Max Holloway,Chan Sung Jung,170.18,182.88,145,180.34,175.26,145,31,36,-10.16,7.62,5,KO/TKO,1.0,0.0,0.0
605,Red,Anthony Smith,Ryan Spann,195.58,200.66,205,193.04,193.04,205,35,32,2.54,7.62,-3,S-DEC,0.0,0.0,1.0
606,Red,Giga Chikadze,Alex Caceres,177.8,185.42,145,182.88,187.96,145,35,35,-5.08,-2.54,0,U-DEC,1.0,1.0,
607,Red,Rinya Nakamura,Fernie Garcia,170.18,170.18,135,170.18,172.72,135,28,31,0.0,-2.54,3,U-DEC,,1.0,0.0
608,Red,Erin Blanchfield,Taila Santos,167.64,172.72,125,162.56,167.64,125,24,30,5.08,5.08,6,U-DEC,0.0,0.0,0.0
609,Red,Junior Tafa,Parker Porter,182.88,190.5,265,190.5,190.5,240,26,38,-7.62,0.0,12,KO/TKO,1.0,,0.0
610,Red,Waldo Cortes-Acosta,Lukasz Brzeski,193.04,198.12,236,193.04,198.12,260,31,31,0.0,0.0,0,KO/TKO,,,
613,Red,Song Kenan,Rolando Bedoya,180.34,187.96,155,182.88,180.34,170,33,26,-2.54,7.62,-7,U-DEC,1.0,0.0,1.0
614,Red,Billy Ray Goff,Yusaku Kinoshita,182.88,180.34,170,177.8,182.88,170,25,23,5.08,-2.54,-2,KO/TKO,0.0,1.0,1.0
616,Red,SeungWoo Choi,Jarno Errens,180.34,185.42,145,182.88,187.96,145,30,28,-2.54,-2.54,-2,U-DEC,1.0,1.0,1.0
618,Red,Zhang Weili,Amanda Lemos,162.56,165.1,115,162.56,160.02,115,34,36,0.0,5.08,2,U-DEC,,0.0,0.0
621,Red,Marlon Vera,Pedro Munhoz,167.64,165.1,135,172.72,177.8,135,30,36,-5.08,-12.7,6,U-DEC,1.0,1.0,0.0
623,Red,Gregory Rodrigues,Denis Tiuliulin,185.42,195.58,185,190.5,190.5,185,31,35,-5.08,5.08,4,KO/TKO,1.0,0.0,0.0
624,Red,Kurt Holobaugh,Austin Hubbard,177.8,180.34,155,180.34,177.8,155,36,31,-2.54,2.54,-5,SUB,1.0,0.0,1.0
625,Red,Brad Katona,Cody Gibson,177.8,180.34,135,167.64,162.56,135,31,35,10.16,17.78,4,U-DEC,0.0,0.0,0.0
626,Red,Andre Petroski,Gerald Meerschaert,185.42,195.58,185,182.88,185.42,185,32,35,2.54,10.16,3,S-DEC,0.0,0.0,0.0
628,Red,Karine Silva,Maryna Moroz,170.18,170.18,125,165.1,170.18,125,29,31,5.08,0.0,2,SUB,0.0,,0.0
629,Red,Vicente Luque,Rafael Dos Anjos,172.72,177.8,170,180.34,190.5,170,31,38,-7.62,-12.7,7,U-DEC,1.0,1.0,0.0
630,Red,Cub Swanson,Hakeem Dawodu,172.72,185.42,145,172.72,177.8,145,39,32,0.0,7.62,-7,U-DEC,,0.0,1.0
631,Red,Khalil Rountree Jr.,Chris Daukaus,190.5,193.04,205,185.42,193.04,205,33,33,5.08,0.0,0,KO/TKO,0.0,,
633,Red,AJ Dobson,Tafon Nchukwi,182.88,195.58,185,185.42,193.04,185,31,28,-2.54,2.54,-3,U-DEC,1.0,0.0,1.0
634,Red,Josh Fremd,Jamie Pickett,187.96,203.2,185,193.04,193.04,185,29,34,-5.08,10.16,5,U-DEC,1.0,0.0,0.0
636,Red,Terrance McKinney,Mike Breeden,177.8,177.8,155,177.8,185.42,155,28,34,0.0,-7.62,6,KO/TKO,,1.0,0.0
639,Red,Jaqueline Amorim,Montserrat Conejo Ruiz,152.4,154.94,115,160.02,172.72,115,28,30,-7.62,-17.78,2,KO/TKO,1.0,1.0,0.0
640,Red,Da'Mon Blackshear,Jose Johnson,182.88,180.34,125,177.8,182.88,135,29,28,5.08,-2.54,-1,SUB,0.0,1.0,1.0
642,Red,Cory Sandhagen,Rob Font,172.72,180.34,135,180.34,177.8,135,31,36,-7.62,2.54,5,U-DEC,1.0,0.0,0.0
644,Red,Dustin Jacoby,Kennedy Nzechukwu,195.58,210.82,205,190.5,193.04,205,35,31,5.08,17.78,-4,KO/TKO,0.0,0.0,1.0
645,Red,Diego Lopes,Gavin Tucker,167.64,167.64,145,180.34,182.88,145,28,37,-12.7,-15.24,9,SUB,1.0,1.0,0.0
646,Red,Tanner Boser,Aleksa Camur,185.42,187.96,205,187.96,190.5,205,32,27,-2.54,-2.54,-5,U-DEC,1.0,1.0,1.0
